iter	RMSE
400	9.568639736
401	9.566749774
402	9.564863797
403	9.562982427
404	9.561106689
405	9.555306024
406	9.553427358
407	9.551557751
408	9.549692723
409	9.54782831
410	9.545971015
411	9.540688214
412	9.53883352
413	9.536982613
414	9.535135447
415	9.533290246
416	9.531450753
417	9.529616571
418	9.527785101
419	9.525944489
420	9.524120815
421	9.5223001
422	9.520477319
423	9.51866198
424	9.516849325
425	9.51503971
426	9.513232165
427	9.511423442
428	9.509619301
429	9.507823747
430	9.506027205
431	9.50423802
432	9.502448291
433	9.500665238
434	9.498884325
435	9.497102716
436	9.495327963
437	9.493552988
438	9.486336927
439	9.484563099
440	9.455823958
441	9.454050247
442	9.452281285
443	9.450513854
444	9.448749762
445	9.44698641
446	9.397882697
447	9.396101375
448	9.394335099
449	9.392578381
450	9.390821196
451	9.389071884
452	9.387329615
453	9.385586071
454	9.383848449
455	9.382112015
456	9.380385536
457	9.378662694
458	9.376943059
459	9.375226704
460	9.373499891
461	9.371790968
462	9.370085041
463	9.368377544
464	9.343636681
465	9.341931109
466	9.33681329
467	9.335096153
468	9.333394781
469	9.331698939
470	9.33000246
471	9.328305439
472	9.326614349
473	9.324931525
474	9.323251136
475	9.321563193
476	9.27609677
477	9.274408982
478	9.272729086
479	9.271051179
480	9.269378439
481	9.267706494
482	9.227697641
483	9.225996153
484	9.22432067
485	9.22265051
486	9.19577089
487	9.194099449
488	9.192430626
489	9.190760762
490	9.189100219
491	9.187442045
492	9.185789312
493	9.18413893
494	9.182492829
495	9.18084819
496	9.179196283
497	9.177551892
498	9.17591431
499	9.174280654
500	9.172649511
501	9.171022418
502	9.169398938
503	9.1677775
504	9.166159224
505	9.164544975
506	9.162932466
507	9.161323579
508	9.159712911
509	9.158104578
510	9.156502852
511	9.154902689
512	9.153303857
513	9.151710296
514	9.107631128
515	9.106032867
516	9.104438514
517	9.102842086
518	9.101249544
519	9.099664316
520	9.098079296
521	9.096498191
522	9.094917705
523	9.093325524
524	9.091749251
525	9.090175975
526	9.088592475
527	9.087024653
528	9.085462457
529	9.083888716
530	9.082326133
531	9.080770236
532	9.079217682
533	9.055309406
534	9.053749315
535	9.052197057
536	9.03468613
537	9.033133449
538	9.031584214
539	9.030037472
540	9.02849071
541	9.026946403
542	9.025406885
543	9.023865057
544	9.022316971
545	9.020781897
546	9.019254655
547	9.01772518
548	9.016191447
549	9.014667754
550	9.013143059
551	9.011617494
552	9.010101712
553	9.008588574
554	9.00707981
555	9.005573777
556	9.004064864
557	9.00256256
558	8.975703276
559	8.974191846
560	8.972684784
561	8.97118407
562	8.969685498
563	8.968184916
564	8.966690532
565	8.96519791
566	8.963707413
567	8.962220109
568	8.960735871
569	8.940665821
570	8.939175632
571	8.937691593
572	8.93620991
573	8.93473047
574	8.933250006
575	8.931764416
576	8.930281761
577	8.92880657
578	8.927327962
579	8.890955413
580	8.889463609
581	8.887988686
582	8.886518824
583	8.885045101
584	8.883563661
585	8.882100047
586	8.880641138
587	8.876972474
588	8.875506538
589	8.874035893
590	8.872569497
591	8.871116356
592	8.869665027
593	8.868214709
594	8.866765364
595	8.865319771
596	8.863866717
597	8.86242153
598	8.860982339
599	8.85954451
600	8.85810665
601	8.856674141
602	8.824737478
603	8.82328323
604	8.821849222
605	8.820406732
606	8.818976168
607	8.817544349
608	8.816116139
609	8.814689299
610	8.813265108
611	8.811841303
612	8.810422537
613	8.809005279
614	8.807589205
615	8.806177563
616	8.80476887
617	8.803356685
618	8.801950927
619	8.800542751
620	8.770279627
621	8.768872142
622	8.767465672
623	8.766061135
624	8.764654187
625	8.763248095
626	8.761837458
627	8.74067852
628	8.739276659
629	8.719592061
630	8.718188871
631	8.71678767
632	8.697525474
633	8.696121481
634	8.694715816
635	8.693306597
636	8.691911655
637	8.690519306
638	8.689128248
639	8.687739307
640	8.686348917
641	8.68496328
642	8.683578753
643	8.682194781
644	8.680808508
645	8.679426502
646	8.678041389
647	8.676662483
648	8.675284868
649	8.673905596
650	8.672531073
651	8.671149227
652	8.669779438
653	8.668409195
654	8.667041726
655	8.665670304
656	8.664307672
657	8.662945244
658	8.661584722
659	8.660227279
660	8.658863057
661	8.657506054
662	8.656150709
663	8.654795922
664	8.65344249
665	8.652089352
666	8.650738662
667	8.64938759
668	8.648038402
669	8.646692725
670	8.645343271
671	8.644000882
672	8.642657641
673	8.641314956
674	8.639974676
675	8.638638931
676	8.635771996
677	8.634436922
678	8.633101446
679	8.63176726
680	8.630436518
681	8.629106414
682	8.627779512
683	8.613699004
684	8.612364908
685	8.611037505
686	8.609711005
687	8.608385007
688	8.578025632
689	8.57668967
690	8.575361809
691	8.572412207
692	8.571085687
693	8.569757567
694	8.568435384
695	8.567115842
696	8.538687456
697	8.537361422
698	8.536042737
699	8.534724886
700	8.533408838
701	8.532097166
702	8.530786975
703	8.529477753
704	8.5281718
705	8.52686815
706	8.506799971
707	8.505480858
708	8.504175863
709	8.502872673
710	8.501574555
711	8.500280059
712	8.498981544
713	8.497689425
714	8.496400675
715	8.495105637
716	8.493816981
717	8.492532017
718	8.49124724
719	8.489966575
720	8.488685345
721	8.487406133
722	8.48612912
723	8.470945849
724	8.469661923
725	8.468386045
726	8.467109458
727	8.465838667
728	8.464560629
729	8.463290117
730	8.462018278
731	8.460747477
732	8.45948236
733	8.458218566
734	8.456955271
735	8.455694607
736	8.454425022
737	8.453167435
738	8.42540947
739	8.424138559
740	8.422878024
741	8.421620083
742	8.420363716
743	8.419109745
744	8.417857164
745	8.416606234
746	8.415348732
747	8.414100132
748	8.412852212
749	8.411605809
750	8.410360759
751	8.40911683
752	8.38469356
753	8.383445698
754	8.382196866
755	8.380943591
756	8.357214202
757	8.355956374
758	8.35471039
759	8.352802029
760	8.351550221
761	8.350310291
762	8.349069085
763	8.347834118
764	8.34660075
765	8.345360195
766	8.344127998
767	8.342899731
768	8.341670773
769	8.340445025
770	8.339218619
771	8.337990339
772	8.336129738
773	8.327313929
774	8.326091361
775	8.324871119
776	8.323647954
777	8.322432417
778	8.321217325
779	8.320004003
780	8.31879132
781	8.31758113
782	8.316367805
783	8.315157464
784	8.313949449
785	8.312741116
786	8.311536327
787	8.310326562
788	8.309124063
789	8.307920831
790	8.30671513
791	8.305512487
792	8.304315829
793	8.303120085
794	8.301923289
795	8.30072956
796	8.299538359
797	8.29832846
798	8.297135478
799	8.295946449
800	8.29475068
801	8.293561465
802	8.292375451
803	8.291189819
804	8.290005289
805	8.288814765
806	8.287618559
807	8.286435507
808	8.285253901
809	8.284072578
810	8.282892846
811	8.281712982
812	8.280535738
813	8.279358489
814	8.278183777
815	8.276344107
816	8.27517058
817	8.273998323
818	8.2728224
819	8.271648152
820	8.270479558
821	8.269306192
822	8.268135149
823	8.266970379
824	8.265799609
825	8.264635691
826	8.263467173
827	8.238577889
828	8.237409496
829	8.236239376
830	8.235074969
831	8.233902805
832	8.232739786
833	8.231577288
834	8.230409794
835	8.229243464
836	8.228086959
837	8.226931784
838	8.215890292
839	8.214729343
840	8.213570371
841	8.212414502
842	8.211262272
843	8.210106975
844	8.208954329
845	8.207805921
846	8.205700944
847	8.204545497
848	8.20339138
849	8.202238731
850	8.20109446
851	8.199950153
852	8.198804576
853	8.197662667
854	8.196519772
855	8.195376418
856	8.194234758
857	8.193097274
858	8.191951717
859	8.190808339
860	8.189673112
861	8.188536943
862	8.187404309
863	8.186273618
864	8.185144634
865	8.184015917
866	8.182888411
867	8.18176228
868	8.180637275
869	8.179512428
870	8.178381584
871	8.177256793
872	8.176135065
873	8.175007163
874	8.173886578
875	8.150912689
876	8.114944149
877	8.113789949
878	8.112658281
879	8.111528507
880	8.11040161
881	8.109276696
882	8.093433509
883	8.092305041
884	8.091177023
885	8.090055601
886	8.087538814
887	8.086417119
888	8.08530131
889	8.084187469
890	8.083076111
891	8.081967329
892	8.080859343
893	8.079753647
894	8.078649196
895	8.077541705
896	8.054766284
897	8.053653628
898	8.052549093
899	8.038960803
900	8.03785536
901	8.036750514
902	8.035648828
903	8.034544644
904	8.033447744
905	8.032353866
906	8.031261064
907	8.030169475
908	8.029076295
909	8.027980438
910	8.026888356
911	8.025801385
912	8.010649165
913	8.009555886
914	7.996790847
915	7.995700971
916	7.994613027
917	7.993526511
918	7.992440945
919	7.991354963
920	7.990272324
921	7.989191175
922	7.976777037
923	7.944008836
924	7.942894108
925	7.941799792
926	7.940711077
927	7.919796737
928	7.918707144
929	7.917621379
930	7.916540007
931	7.915460239
932	7.914384317
933	7.913306086
934	7.912233907
935	7.911163494
936	7.910095839
937	7.909030925
938	7.907961955
939	7.906888524
940	7.905826477
941	7.904765864
942	7.903706776
943	7.902650552
944	7.901595363
945	7.900536474
946	7.899478732
947	7.898422603
948	7.89737147
949	7.896320642
950	7.89517327
951	7.894124242
952	7.893068307
953	7.892018594
954	7.890970154
955	7.889917961
956	7.888869604
957	7.887826302
958	7.886781709
959	7.885740628
960	7.884697868
961	7.883648968
962	7.882595126
963	7.881554456
964	7.880516309
965	7.879477677
966	7.878434456
967	7.877398267
968	7.876361528
969	7.875322884
970	7.874288072
971	7.873255276
972	7.87221789
973	7.871186365
974	7.870156579
975	7.869126168
976	7.868096377
977	7.867067857
978	7.866030845
979	7.865004346
980	7.863978738
981	7.862953994
982	7.861928058
983	7.860904609
984	7.859880285
985	7.858852616
986	7.857819509
987	7.856799164
988	7.855779601
989	7.854759613
990	7.853730912
991	7.852713103
992	7.851694561
993	7.850676441
994	7.844018681
995	7.842998351
996	7.822494506
997	7.821475723
998	7.820450625
999	7.819431568
